分类1,分类2,报送分类,TICKER,ISIN,债券名称,AccSection,Portfolio,CCY,Nominal（原币）,Nominal（USD）,Nominal(亿原币）,Nominal(亿美元）,摊余成本（USD）,摊余成本（亿USD）,Maket Value（USD）,Duration,Size*Dur,WAL,SIZE*WAL,EffectiveYield,Size*Yld, IRSCCSAmt ,IRSCCSYield,Real Yield,Size*Real Yld,FTP Rate,Size*FTP,Carry,Size*Carry,PL,PL2,估亏比例,Maturity,NXT_CALL_DT,tmp1,MaturityWithCall(not used),year,month,date,MaturityWithCall,2025,2026,Maturity_Check,平均买价,摊余成本价格,市场价格,国别风险,TLAC债券,FLOATER,INSTRUMENT,是否repo,repo占比,实际repo,实际repo%,绿债,现价*规模（美元）, 久期 ,凸性,OAS,PVBP（万美元）,IRS PV01（万美元）,CCS PV01（万美元）,总PVBP（万美元）,,是否私募
MBS,CMO,吉利美MBS,GNR,US38381PKW22,GNR 2025-124 FM,AFS,HOBJIFSTA076,USD," 49,490,688.50 "," 49,490,688.50 ", 0.49 , 0.49 ," 49,490,688.50 ", 0.49 ," 49,913,734.91 ", 0.025 ," 1,249,555.086 ", 3.451 ," 170,782,467.876 ", 5.3929 ," 266,897,784.1701 ", -   , -   , 5.39 ," 266,897,784.1701 ", 4.3197 ," 213,784,778.6414 ", 107 ," 5,311,300,552.8716 "," 423,046.41 "," 423,046.41 ",0.9%,20/07/2055,#N/A N/A,#VALUE!,2055/7/20,2055,7,20,2055/7/20, -   ," 531,130.06 ", -   , 100.00 , 100.00 , 100.85 , US , #N/A N/A , Y ,GNMA-USA FRN+135 200755 MBS B,,,,,N," 49,913,734.91 ", 0.03 ,  , 1.00 , 0.0126 , -   , -   , 0.01 ,0.012602363,N
MBS,CMO,吉利美MBS,GNR,US38381PQ632,GNR 2025-127 GF,AFS,HOBJIFSTA076,USD," 96,870,009.00 "," 96,870,009.00 ", 0.97 , 0.97 ," 96,870,009.00 ", 0.97 ," 97,729,924.07 ", 0.022 ," 2,156,535.795 ", 2.991 ," 289,728,509.918 ", 5.3929 ," 522,409,195.3103 ", -   , -   , 5.39 ," 522,409,195.3103 ", 4.3197 ," 418,449,087.2673 ", 107 ," 10,396,010,804.3027 "," 859,915.07 "," 859,915.07 ",0.9%,20/07/2055,#N/A N/A,#VALUE!,2055/7/20,2055,7,20,2055/7/20, -   ," 1,039,601.08 ", -   , 100.00 , 100.00 , 100.89 , US , #N/A N/A , Y ,GNMA-USA FRN+135 200755 MBS,,,,,N," 97,729,924.07 ", 0.02 , 0.39 , 1.19 , 0.0218 , -   , -   , 0.02 ,0.021756794,N
MBS,CMO,吉利美MBS,GNR,US38381PHH91,GNR 2025-124 FH,AFS,HOBJIFSTA076,USD," 49,768,848.00 "," 49,768,848.00 ", 0.50 , 0.50 ," 49,768,848.00 ", 0.50 ," 50,185,463.03 ", 0.021 ," 1,065,537.270 ", 3.034 ," 151,018,592.371 ", 5.3929 ," 268,397,867.4473 ", -   , -   , 5.39 ," 268,397,867.4473 ", 4.3197 ," 214,986,343.3991 ", 107 ," 5,341,152,404.8243 "," 416,615.03 "," 416,615.03 ",0.8%,20/07/2055,#N/A N/A,#VALUE!,2055/7/20,2055,7,20,2055/7/20, -   ," 534,115.24 ", -   , 100.00 , 100.00 , 100.84 , US , #N/A N/A , Y ,GNMA-USA FRN+135 200755 MBS E,,,,,N," 50,185,463.03 ", 0.02 , 0.37 , 1.37 , 0.0107 , -   , -   , 0.01 ,0.010744569,N
MBS,CMO,吉利美MBS,GNR,US38381NZW19,GNR 2025-119 DF,AFS,HOBJIFSTA076,USD," 49,774,309.00 "," 49,774,309.00 ", 0.50 , 0.50 ," 49,755,192.23 ", 0.50 ," 50,187,983.28 ", 0.021 ," 1,058,024.097 ", 3.002 ," 149,360,111.550 ", 5.3966 ," 268,508,415.1189 ", -   , -   , 5.40 ," 268,508,415.1189 ", 4.3197 ," 214,927,354.6028 ", 108 ," 5,358,106,051.6164 "," 432,791.05 "," 444,783.23 ",0.9%,20/07/2055,#N/A N/A,#VALUE!,2055/7/20,2055,7,20,2055/7/20, -   ," 535,810.61 ", -   , 99.94 , 99.96 , 100.83 , US , #N/A N/A , Y ,GNMA-USA FRN+135 200755 MBS C,,,,,N," 50,187,983.28 ", 0.02 , 0.37 , 1.41 , 0.0107 , -   , -   , 0.01 ,0.010672272,N
MBS,CMO,吉利美MBS,GNR,US38381PZT38,GNR 2025-116 JF,AFS,HOBJIFSTA076,USD," 93,397,625.00 "," 93,397,625.00 ", 0.93 , 0.93 ," 93,397,625.00 ", 0.93 ," 94,199,630.41 ", 0.024 ," 2,264,908.198 ", 3.280 ," 306,372,229.288 ", 5.3929 ," 503,683,014.2149 ", -   , -   , 5.39 ," 503,683,014.2149 ", 4.3197 ," 403,449,440.5196 ", 107 ," 10,023,357,369.5261 "," 802,005.41 "," 802,005.41 ",0.9%,20/07/2055,#N/A N/A,#VALUE!,2055/7/20,2055,7,20,2055/7/20, -   ," 1,002,335.74 ", -   , 100.00 , 100.00 , 100.86 , US , #N/A N/A , Y ,GNMA-USA FRN+135 200755 MBS A,,,,,N," 94,199,630.41 ", 0.02 ,  , 1.17 , 0.0228 , -   , -   , 0.02 ,0.02284357,N
Fins,Foreign Banks,外资金融机构债券,MIZUHO,USJ4599LAL65,MIZUHO 3.477 04/12/26,AFS,HOBJIFCRA031,USD," 27,500,000.00 "," 27,500,000.00 ", 0.28 , 0.28 ," 27,422,301.69 ", 0.27 ," 27,456,000.00 ", 0.239 ," 6,564,342.878 ", -   , -   , 4.5530 ," 124,854,973.8912 ", -   , -   , 4.55 ," 124,854,973.8912 ", 4.2593 ," 116,799,453.1159 ", 29 ," 805,552,077.5288 "," 33,698.31 "," 33,698.31 ",0.1%,12/04/2026,#N/A Field Not Applicable,#VALUE!,2026/4/12,2026,4,12,2026/4/12, -   ," 22,511.32 ", 3.00 , 99.28 , 99.72 , 99.84 , JP , TLAC , N ,MZH-HO 3.477 120426,,,,,N," 27,456,000.00 ", 0.24 , 0.00 , 0.23 , 0.0657 , -   , -   , 0.07 ,0.065724096,N
Fins,Foreign Banks,外资金融机构债券,JPM,US46647PCB04,JPM 1.578 04/22/27,AFS,HOBJIFCRA031,USD," 34,000,000.00 "," 34,000,000.00 ", 0.34 , 0.34 ," 33,444,742.27 ", 0.33 ," 33,737,860.00 ", 0.266 ," 8,912,686.053 ", -   , -   , 2.8875 ," 96,571,904.0112 ", -   , -   , 2.89 ," 96,571,904.0112 ", 4.2728 ," 142,901,089.4305 ",-139 ,"-4,632,918,541.9367 "," 293,117.73 "," 293,117.73 ",0.9%,22/04/2027,2026/4/22,2026/4/22,2026/4/22,2026,4,22,2026/4/22, -   ," -463,291.85 ", 6.00 , 97.85 , 98.37 , 99.23 , US , TLAC , N ,JPMORGAN 1.578 220427 CALL,,,,,N," 33,737,860.00 ", 0.27 , 0.00 , 0.27 , 0.0899 , -   , -   , 0.09 ,0.08990799,N
Fins,Foreign Banks,外资金融机构债券,C,US17325FBL13,C 4.876 11/19/27,AFS,HOBJIFCRA031,USD," 25,000,000.00 "," 25,000,000.00 ", 0.25 , 0.25 ," 25,145,642.39 ", 0.25 ," 25,193,000.00 ", 0.816 ," 20,524,169.666 ", -   , -   , 4.6021 ," 115,723,804.3874 ", -   , -   , 4.60 ," 115,723,804.3874 ", 4.2728 ," 107,441,093.8133 ", 33 ," 828,271,057.4034 "," 47,357.61 "," 47,357.61 ",0.2%,19/11/2027,2026/11/19,2026/11/19,2026/11/19,2026,11,19,2026/11/19, -   ," 82,827.11 ", -   , 100.62 , 100.58 , 100.77 , US , #N/A N/A , N ,CITI-HO 4.876 191127 CALL,,,,,N," 25,193,000.00 ", 0.82 , 0.01 , 0.82 , 0.2056 , -   , -   , 0.21 ,0.205628235,N
Fins,Foreign Banks,外资金融机构债券,BAC,US06051GJS93,BAC 1.734 07/22/27,AFS,HOBJIFCRA031,USD," 25,000,000.00 "," 25,000,000.00 ", 0.25 , 0.25 ," 24,474,091.21 ", 0.24 ," 24,683,750.00 ", 0.505 ," 12,352,089.702 ", -   , -   , 3.1617 ," 77,380,588.3352 ", -   , -   , 3.16 ," 77,380,588.3352 ", 4.2728 ," 104,571,722.1803 ",-111 ,"-2,719,113,384.5067 "," 209,658.79 "," 209,658.79 ",0.9%,22/07/2027,2026/7/22,2026/7/22,2026/7/22,2026,7,22,2026/7/22, -   ," -271,911.34 ", -   , 97.36 , 97.90 , 98.74 , US , TLAC , N ,BOAC-HO 1.734 220727 CALL,,,,,N," 24,683,750.00 ", 0.50 , 0.01 , 0.51 , 0.1246 , -   , -   , 0.12 ,0.124579046,N
Rates,Govs,外国政府/主权债券,SPGB,ES0000012O59,SPGB 2.4 05/31/28,AFS,HOBJIFIRA101,EUR," 700,000,000.00 "," 820,175,563.40 ", 7.00 , 8.20 ," 823,999,852.42 ", 8.24 ," 822,775,519.93 ", 2.250 ," 1,854,274,848.518 ", -   , -   , 2.1941 ," 1,807,908,890.1283 ", -   , -   , 2.19 ," 1,807,908,890.1283 ", 1.9518 ," 1,608,261,487.9646 ", 24 ," 19,964,740,216.3679 "," -1,224,332.49 "," -1,224,332.49 ",-0.1%,31/05/2028,#N/A Field Not Applicable,#VALUE!,2028/5/31,2028,5,31,2028/5/31, -   ," 1,996,474.02 ", -   , 100.55 , 100.47 , 100.32 , ES , #N/A N/A , N ,SPAIN 2.4 310528,,,,,N," 822,775,519.93 ", 2.25 , 0.07 , 2.28 , 18.5152 , -   , -   , 18.52 ,18.51519692,N
Rates,Govs,外国政府/主权债券,SPGB,ES0000012O00,SPGB 2.7 01/31/30,AFS,HOBJIFIRA101,EUR," 800,000,000.00 "," 937,343,501.02 ", 8.00 , 9.37 ," 944,759,215.04 ", 9.45 ," 942,883,201.12 ", 3.694 ," 3,489,977,324.164 ", -   , -   , 2.4913 ," 2,353,678,793.0274 ", -   , -   , 2.49 ," 2,353,678,793.0274 ", 1.9553 ," 1,847,297,140.7514 ", 54 ," 50,638,165,227.6037 "," -1,876,013.92 "," -1,876,013.92 ",-0.2%,31/01/2030,#N/A Field Not Applicable,#VALUE!,2030/1/31,2030,1,31,2030/1/31, -   ," 5,063,816.52 ", -   , 100.85 , 100.79 , 100.59 , ES , #N/A N/A , N ,SPAIN 2.7 310130,,,,,N," 942,883,201.12 ", 3.69 , 0.18 , 3.75 , 34.8305 , -   , -   , 34.83 ,34.83047256,N
Rates,Govs,外国政府/主权债券,SPGB,ES0000012M77,SPGB 2 1/2 05/31/27,AFS,HOBJIFIRA101,EUR," 300,000,000.00 "," 351,503,812.88 ", 3.00 , 3.52 ," 353,747,842.42 ", 3.54 ," 353,166,425.92 ", 1.318 ," 466,217,773.850 ", -   , -   , 2.0319 ," 718,785,992.9537 ", -   , -   , 2.03 ," 718,785,992.9537 ", 1.9518 ," 690,435,841.3920 ", 8 ," 2,835,015,156.1687 "," -581,416.50 "," -581,416.50 ",-0.2%,31/05/2027,#N/A Field Not Applicable,#VALUE!,2027/5/31,2027,5,31,2027/5/31, -   ," 283,501.52 ", -   , 100.81 , 100.64 , 100.47 , ES , #N/A N/A , N ,SPAIN 2.5 310527,,,,,N," 353,166,425.92 ", 1.32 , 0.03 , 1.33 , 4.6545 , -   , -   , 4.65 ,4.654515029,N
Rates,Supra,超主权机构债券,ASIA,AU3CB0285708,ASIA 1.85 01/13/27,AFS,HOBJIFIRA501,AUD," 21,500,000.00 "," 14,343,529.48 ", 0.22 , 0.14 ," 14,084,146.95 ", 0.14 ," 14,018,675.86 ", 0.967 ," 13,619,365.977 ", -   , -   , 3.6820 ," 51,857,574.7238 ", -   , -   , 3.68 ," 51,857,574.7238 ", 3.3854 ," 47,680,471.0970 ", 30 ," 417,710,362.6768 "," -65,471.10 "," -65,471.10 ",-0.5%,13/01/2027,#N/A Field Not Applicable,#VALUE!,2027/1/13,2027,1,13,2027/1/13, -   ," 41,771.04 ", -   , 97.49 , 98.19 , 97.74 , SNAT , #N/A N/A , N ,ADB-HO 1.85 130127,,,,,N," 14,018,675.86 ", 0.97 , 0.01 , 0.97 , 0.1356 , -   , -   , 0.14 ,0.135560554,N
Rates,Supra,超主权机构债券,ASIA,XS3112831543,ASIA 2.15 07/11/28,AFS,HOBJIFIRA101,EUR," 91,802,000.00 "," 107,562,510.10 ", 0.92 , 1.08 ," 107,495,635.32 ", 1.07 ," 107,302,208.83 ", 2.367 ," 254,456,405.437 ", -   , -   , 2.1707 ," 233,343,053.4183 ", -   , -   , 2.17 ," 233,343,053.4183 ", 1.9518 ," 209,807,186.1281 ", 22 ," 2,353,586,729.0246 "," -193,426.49 "," -193,426.49 ",-0.2%,11/07/2028,#N/A Field Not Applicable,#VALUE!,2028/7/11,2028,7,11,2028/7/11, -   ," 235,358.67 ", -   , 99.93 , 99.94 , 99.76 , SNAT , #N/A N/A , N ,ADB-HO 2.15 110728,,,,,Y," 107,302,208.83 ", 2.37 , 0.08 , 2.40 , 2.5400 , -   , -   , 2.54 ,2.539985393,N
Rates,DM Sovereign,中国（含香港政府）主权债券,HKINTL,USY3422VCR79,HKINTL 0 5/8 02/02/26,AFS,HOBJIFIRA401,USD," 27,000,000.00 "," 27,000,000.00 ", 0.27 , 0.27 ," 26,927,216.17 ", 0.27 ," 26,930,340.00 ", 0.047 ," 1,269,293.803 ", -   , -   , 3.7518 ," 101,024,813.1047 ", -   , -   , 3.75 ," 101,024,813.1047 ", 4.3376 ," 116,799,762.1442 ",-59 ,"-1,577,494,903.9536 "," 3,123.83 "," 3,123.83 ",0.0%,02/02/2026,#N/A Field Not Applicable,#VALUE!,2026/2/2,2026,2,2,2026/2/2, -   ," -14,262.28 ", 1.00 , 98.50 , 99.73 , 99.74 , HK , #N/A N/A , N ,CHINA-HK 00.625 020226,,,,,Y," 26,930,340.00 ", 0.05 , 0.00 , 0.05 , 0.0127 , -   , -   , 0.01 ,0.012694411,N
Fins,Foreign Banks,外资金融机构债券,C,XS2063232727,C 0 1/2 10/08/27,AFS,HOBJIFCRA131,EUR," 24,100,000.00 "," 28,237,472.97 ", 0.24 , 0.28 ," 27,781,349.40 ", 0.28 ," 27,829,441.48 ", 0.714 ," 19,822,712.468 ", -   , -   , 1.4319 ," 39,779,215.2018 ", -   , -   , 1.43 ," 39,779,215.2018 ", 2.0053 ," 55,710,578.9234 ",-57 ,"-1,593,136,372.1627 "," 48,092.08 "," 48,092.08 ",0.2%,08/10/2027,2026/10/8,2026/10/8,2026/10/8,2026,10,8,2026/10/8, -   ," -159,313.64 ", -   , 98.02 , 98.38 , 98.56 , US , TLAC , N ,CITIGROUP 0.5 081027 CALL,,,,,N," 27,829,441.48 ", 0.71 , 0.01 , 0.72 , 0.1986 , -   , -   , 0.20 ,0.198570274,N
Rates,Supra,超主权机构债券,IBRD,XS3135114489,IBRD 3.85 07/28/30,HTM,HOBJIFIRH501,AUD," 50,000,000.00 "," 33,357,045.30 ", 0.50 , 0.33 ," 33,357,045.30 ", 0.33 ," 32,312,405.54 ", 3.986 ," 132,958,982.484 ", -   , -   , 3.8432 ," 128,198,142.4070 ", -   , -   , 3.84 ," 128,198,142.4070 ", 3.4070 ," 113,646,819.5510 ", 44 ," 1,455,132,285.5993 "," -1,044,639.76 "," -1,044,639.76 ",-3.1%,28/07/2030,2027/7/28,2027/7/28,2027/7/28,2027,7,28,2027/7/28, -   ," 145,513.23 ", -   , 100.00 , 100.00 , 96.87 , SNAT , #N/A N/A , N ,IBRD-WSH 3.85 280730 CALL,,,,,N," 32,312,405.54 ", 3.99 , 0.21 , 3.88 , 1.2880 , -   , -   , 1.29 ,1.287951173,Y
Rates,Supra,超主权机构债券,IBRD,XS3135107517,IBRD 3.85 07/29/30,HTM,HOBJIFIRH501,AUD," 50,000,000.00 "," 33,357,045.30 ", 0.50 , 0.33 ," 33,357,045.30 ", 0.33 ," 32,311,319.18 ", 3.989 ," 133,047,224.834 ", -   , -   , 3.8454 ," 128,269,585.8595 ", -   , -   , 3.85 ," 128,269,585.8595 ", 3.4070 ," 113,646,819.5510 ", 44 ," 1,462,276,630.8474 "," -1,045,726.12 "," -1,045,726.12 ",-3.1%,29/07/2030,2027/7/29,2027/7/29,2027/7/29,2027,7,29,2027/7/29, -   ," 146,227.66 ", -   , 100.00 , 100.00 , 96.87 , SNAT , #N/A N/A , N ,IBRD-WSH 3.85 290730 CALL,,,,,N," 32,311,319.18 ", 3.99 , 0.21 , 3.89 , 1.2888 , -   , -   , 1.29 ,1.288762631,Y
Rates,Supra,超主权机构债券,IFC,AU3CB0291847,IFC 3.6 02/24/26,AFS,HOBJIFIRA501,AUD," 160,700,000.00 "," 107,209,543.59 ", 1.61 , 1.07 ," 107,206,087.26 ", 1.07 ," 107,147,387.45 ", 0.106 ," 11,408,141.016 ", -   , -   , 3.5997 ," 385,909,863.7911 ", -   , -   , 3.60 ," 385,909,863.7911 ", 3.3854 ," 362,935,487.7978 ", 21 ," 2,297,437,599.3374 "," -58,699.81 "," -58,699.81 ",-0.1%,24/02/2026,#N/A Field Not Applicable,#VALUE!,2026/2/24,2026,2,24,2026/2/24, -   ," 34,618.92 ", 3.00 , 100.00 , 100.00 , 99.94 , SNAT , #N/A N/A , N ,IFC-WSH 3.6 240226,,,,,N," 107,147,387.45 ", 0.11 , 0.00 , 0.10 , 0.1140 , -   , -   , 0.11 ,0.114018946,N
Rates,Supra,超主权机构债券,IBRD,AU3CB0295509,IBRD 4.4 01/13/28,AFS,HOBJIFIRA501,AUD," 7,212,000.00 "," 4,811,420.21 ", 0.07 , 0.05 ," 4,888,487.42 ", 0.05 ," 4,819,850.36 ", 1.888 ," 9,228,594.921 ", -   , -   , 3.6069 ," 17,632,171.1375 ", -   , -   , 3.61 ," 17,632,171.1375 ", 3.3854 ," 16,549,485.3196 ", 22 ," 108,268,581.7870 "," -68,637.06 "," -68,637.06 ",-1.4%,13/01/2028,#N/A Field Not Applicable,#VALUE!,2028/1/13,2028,1,13,2028/1/13, -   ," 10,826.86 ", -   , 101.89 , 101.60 , 100.18 , SNAT , #N/A N/A , N ,IBRD-WSH 4.4 130128,,,,,N," 4,819,850.36 ", 1.89 , 0.05 , 1.89 , 0.0910 , -   , -   , 0.09 ,0.090990204,N
Rates,Supra,超主权机构债券,AIIB,AU3CB0317444,AIIB 4.6 01/21/30,AFS,HOBJIFIRA501,AUD," 100,000,000.00 "," 66,714,090.60 ", 1.00 , 0.67 ," 68,434,788.95 ", 0.68 ," 66,716,829.68 ", 3.630 ," 248,414,874.949 ", -   , -   , 3.9408 ," 269,685,265.7332 ", -   , -   , 3.94 ," 269,685,265.7332 ", 3.3854 ," 231,679,134.5144 ", 56 ," 3,800,613,121.8751 "," -1,717,959.27 "," -1,717,959.27 ",-2.5%,21/01/2030,#N/A Field Not Applicable,#VALUE!,2030/1/21,2030,1,21,2030/1/21, -   ," 380,061.31 ", -   , 102.80 , 102.58 , 100.00 , SNAT , #N/A N/A , N ,AINF-HO 4.6 210130,,,,,N," 66,716,829.68 ", 3.63 , 0.16 , 3.64 , 2.4218 , -   , -   , 2.42 ,2.421787684,N
Fins,Foreign Banks,外资金融机构债券,BNP,FR0013484458,BNP 0 1/2 02/19/28,AFS,HOBJIFCRA131,EUR," 53,400,000.00 "," 62,567,678.69 ", 0.53 , 0.63 ," 61,045,665.49 ", 0.61 ," 61,103,595.01 ", 1.061 ," 64,754,594.340 ", -   , -   , 1.6652 ," 101,651,465.7499 ", -   , -   , 1.67 ," 101,651,465.7499 ", 2.0305 ," 123,952,735.4180 ",-37 ,"-2,230,126,966.8093 "," 57,929.52 "," 57,929.52 ",0.1%,19/02/2028,2027/2/19,2027/2/19,2027/2/19,2027,2,19,2027/2/19, -   ," -223,012.70 ", -   , 97.17 , 97.57 , 97.66 , FR , TLAC , N ,BNP-HO 0.5 190228 CALL,,,,,N," 61,103,595.01 ", 1.06 , 0.02 , 1.08 , 0.6482 , -   , -   , 0.65 ,0.648160435,N
Fins,Foreign Banks,外资金融机构债券,BNP,FR0014002X43,BNP 0 1/4 04/13/27,AFS,HOBJIFCRA131,EUR," 12,000,000.00 "," 14,060,152.52 ", 0.12 , 0.14 ," 13,912,547.98 ", 0.14 ," 13,976,354.01 ", 0.237 ," 3,297,564.929 ", -   , -   , 1.0804 ," 15,031,225.0775 ", -   , -   , 1.08 ," 15,031,225.0775 ", 2.0053 ," 27,899,152.4535 ",-92 ,"-1,286,792,737.5969 "," 63,806.03 "," 63,806.03 ",0.5%,13/04/2027,2026/4/13,2026/4/13,2026/4/13,2026,4,13,2026/4/13, -   ," -128,679.27 ", 3.00 , 98.63 , 98.95 , 99.40 , FR , TLAC , N ,BNP-HO 0.25 130427 CALL,,,,,N," 13,976,354.01 ", 0.24 , 0.00 , 0.24 , 0.0331 , -   , -   , 0.03 ,0.033126883,N
Fins,Foreign Banks,外资金融机构债券,NAB,AU3CB0294502,NAB 4.95 11/25/27,AFS,HOBJIFCRA531,AUD," 30,000,000.00 "," 20,014,227.18 ", 0.30 , 0.20 ," 20,405,625.08 ", 0.20 ," 20,161,427.51 ", 1.746 ," 35,628,958.998 ", -   , -   , 3.9052 ," 79,687,427.7355 ", -   , -   , 3.91 ," 79,687,427.7355 ", 3.5854 ," 73,162,328.1470 ", 32 ," 652,509,958.8536 "," -244,197.57 "," -244,197.57 ",-1.2%,25/11/2027,#N/A Field Not Applicable,#VALUE!,2027/11/25,2027,11,25,2027/11/25, -   ," 65,251.00 ", -   , 102.33 , 101.96 , 100.74 , AU , #N/A N/A , N ,NAB-HO 4.95 251127,,,,,N," 20,161,427.51 ", 1.75 , 0.04 , 1.75 , 0.3520 , -   , -   , 0.35 ,0.352025812,N
Rates,Govs,外国政府/主权债券,SPGB,ES0000012E69,SPGB 1.85 07/30/35,AFS,HOBJIFIRA101,EUR," 600,000,000.00 "," 703,007,625.77 ", 6.00 , 7.03 ," 624,659,496.70 ", 6.25 ," 623,356,861.77 ", 8.425 ," 5,262,863,755.209 ", -   , -   , 3.2182 ," 2,010,275,188.2174 ", -   , -   , 3.22 ," 2,010,275,188.2174 ", 1.9691 ," 1,230,028,883.4854 ", 125 ," 78,024,630,473.2030 "," -1,302,634.93 "," -1,302,634.93 ",-0.2%,30/07/2035,#N/A Field Not Applicable,#VALUE!,2035/7/30,2035,7,30,2035/7/30, -   ," 7,802,463.05 ", -   , 88.56 , 88.86 , 88.67 , ES , #N/A N/A , N ,SPAIN 1.85 300735,,,,,N," 623,356,861.77 ", 8.43 , 0.84 , 8.70 , 52.5189 , -   , -   , 52.52 ,52.51888832,N
Rates,Govs,外国政府/主权债券,ACGB,AU0000087454,ACGB 1 12/21/30,AFS,HOBJIFIRA501,AUD," 1,000,000,000.00 "," 667,140,905.99 ", 10.00 , 6.67 ," 589,061,693.98 ", 5.89 ," 569,998,967.62 ", 4.707 ," 2,772,575,447.856 ", -   , -   , 3.6198 ," 2,132,314,790.3525 ", -   , -   , 3.62 ," 2,132,314,790.3525 ", 3.4188 ," 2,013,892,955.3119 ", 20 ," 11,842,183,504.0594 "," -19,062,726.36 "," -19,062,726.36 ",-3.2%,21/12/2030,#N/A Field Not Applicable,#VALUE!,2030/12/21,2030,12,21,2030/12/21, -   ," 1,184,218.35 ", -   , 87.70 , 88.30 , 85.44 , AU , #N/A N/A , N ,AUSTRALIA 1 211230,,,,,N," 569,998,967.62 ", 4.71 , 0.25 , 4.72 , 26.8285 , -   , -   , 26.83 ,26.82851659,N
Rates,Supra,超主权机构债券,IADB,XS3151433060,IADB 4.68 08/21/35,HTM,HOBJIFIRH002,USD," 50,000,000.00 "," 50,000,000.00 ", 0.50 , 0.50 ," 50,000,000.00 ", 0.50 ," 49,852,500.00 ", 7.453 ," 372,633,005.556 ", -   , -   , 4.6740 ," 233,699,560.0000 ", -   , -   , 4.67 ," 233,699,560.0000 ", 4.3376 ," 216,880,500.0000 ", 34 ," 1,681,906,000.0000 "," -147,500.00 "," -147,500.00 ",-0.3%,21/08/2035,2026/8/21,2026/8/21,2026/8/21,2026,8,21,2026/8/21, -   ," 168,190.60 ", -   , 100.00 , 100.00 , 99.71 , SNAT , #N/A N/A , N ,IADB 4.68 210835 CALL,,,,,N," 49,852,500.00 ", 7.45 , 0.70 , 3.17 , 3.7153 , -   , -   , 3.72 ,3.715337382,Y
Fins,Foreign Banks,外资金融机构债券,BAC,XS3154113198,BAC 3.05 08/19/30,HTM,HOBJIFCRH131,EUR," 50,000,000.00 "," 58,583,968.81 ", 0.50 , 0.59 ," 58,583,968.81 ", 0.59 ," 58,446,296.49 ", 1.517 ," 88,862,068.183 ", -   , -   , 3.0458 ," 178,437,186.4277 ", -   , -   , 3.05 ," 178,437,186.4277 ", 2.0053 ," 117,479,780.0940 ", 104 ," 6,095,740,633.3691 "," -137,672.33 "," -137,672.33 ",-0.2%,19/08/2030,2027/8/19,2027/8/19,2027/8/19,2027,8,19,2027/8/19, -   ," 609,574.06 ", -   , 100.00 , 100.00 , 99.77 , US , TLAC , N ,BOAC-HO 3.05 190830 CALL,,,,,N," 58,446,296.49 ", 1.52 , 0.04 , 3.08 , 0.8865 , -   , -   , 0.89 ,0.886532423,Y
Fins,Foreign Banks,外资金融机构债券,BAC,XS3154069515,BAC 3 08/19/30,HTM,HOBJIFCRH131,EUR," 50,000,000.00 "," 58,583,968.81 ", 0.50 , 0.59 ," 58,583,968.81 ", 0.59 ," 58,340,259.50 ", 4.182 ," 245,024,763.478 ", -   , -   , 2.9960 ," 175,514,644.8834 ", -   , -   , 3.00 ," 175,514,644.8834 ", 2.0053 ," 117,479,780.0940 ", 99 ," 5,803,486,478.9367 "," -243,709.31 "," -243,709.31 ",-0.4%,19/08/2030,2027/8/19,2027/8/19,2027/8/19,2027,8,19,2027/8/19, -   ," 580,348.65 ", -   , 100.00 , 100.00 , 99.58 , US , TLAC , N ,BOAC-HO 3.0 190830 CALL,,,,,N," 58,340,259.50 ", 4.18 , 0.22 , 3.16 , 2.4401 , -   , -   , 2.44 ,2.440054605,Y
Fins,Foreign Banks,外资金融机构债券,BAC,XS3154108867,BAC 4.55 08/19/30,HTM,HOBJIFCRH531,AUD," 100,000,000.00 "," 66,714,090.60 ", 1.00 , 0.67 ," 66,714,090.60 ", 0.67 ," 64,569,862.18 ", 3.956 ," 263,932,358.763 ", -   , -   , 4.5417 ," 302,993,115.6587 ", -   , -   , 4.54 ," 302,993,115.6587 ", 3.5854 ," 239,196,700.4325 ", 96 ," 6,379,641,522.6155 "," -2,144,228.42 "," -2,144,228.42 ",-3.2%,19/08/2030,2027/8/19,2027/8/19,2027/8/19,2027,8,19,2027/8/19, -   ," 637,964.15 ", -   , 100.00 , 100.00 , 96.79 , US , TLAC , N ,BOAC-HO 4.55 190830 CALL,,,,,N," 64,569,862.18 ", 3.96 , 0.20 , 3.89 , 2.5545 , -   , -   , 2.55 ,2.554494242,Y
Rates,Supra,超主权机构债券,ASIA,AU3CB0305910,ASIA 4.35 01/17/29,AFS,HOBJIFIRA501,AUD," 36,000,000.00 "," 24,017,072.62 ", 0.36 , 0.24 ," 24,471,181.31 ", 0.24 ," 23,947,815.79 ", 2.786 ," 68,184,322.007 ", -   , -   , 3.7171 ," 90,961,849.5798 ", -   , -   , 3.72 ," 90,961,849.5798 ", 3.3854 ," 82,844,737.2049 ", 33 ," 811,711,237.4970 "," -523,365.52 "," -523,365.52 ",-2.1%,17/01/2029,#N/A Field Not Applicable,#VALUE!,2029/1/17,2029,1,17,2029/1/17, -   ," 81,171.12 ", -   , 102.10 , 101.89 , 99.71 , SNAT , #N/A N/A , N ,ADB-HO 4.35 170129,,,,,N," 23,947,815.79 ", 2.79 , 0.09 , 2.79 , 0.6673 , -   , -   , 0.67 ,0.667260629,N
